Event,Time,Period,Team Name,Name,Outcome,Player
189,00:48:04,2,Killinkere,Shot from play,Wide,Cian McGovern
190,00:48:24,2,Denn,Kickout,Break lost,Ruairi O Connell
191,00:48:48,2,Denn,Free conceded,Attacking third,Player 6
192,00:49:11,2,Killinkere,Scoreable free,2 Points,Cian McGovern
193,00:49:22,2,Killinkere,Score source,Free from play,Ben Philingham
194,00:49:45,2,Denn,Kickout,Break won,Player 5
195,00:49:53,2,Denn,Possession lost,Kick pass,Player 14
196,00:49:55,2,Killinkere,Ball Won,In Contact,Shane Ryan
197,00:50:09,2,Killinkere,Shot from play,Wide,James Farrelly
198,00:50:45,2,Denn,Kickout,Break lost,Ruairi O Connell
199,00:51:00,2,Denn,Kickout,Break lost,Fintan O’Connell
200,00:51:03,2,Denn,Free conceded,Attacking third,Player 3
201,00:51:43,2,Killinkere,Substitution,Substitution,Philip Corrigan
202,00:51:51,2,Killinkere,Substitution,Substitution,Ben Philingham
203,00:52:11,2,Killinkere,Scoreable free,Point,Cian McGovern
204,00:52:13,2,Killinkere,Score source,Opp Kickout,Fintan O’Connell
205,00:52:27,2,Denn,Kickout,Break lost,Ruairi O Connell
206,00:53:04,2,Denn,Free conceded,Attacking third,Player 4
207,00:53:27,2,Killinkere,Scoreable free,Wide,Conall Mooney
208,00:53:51,2,Denn,Kickout,Lost clean,Emmett Fitzsimons
209,00:54:17,2,Killinkere,Possession lost,Handling,Ruairi O Connell
210,00:54:23,2,Killinkere,Possession lost,In Contact,Neill McCabe
211,00:54:24,2,Killinkere,Free conceded,Attacking third,Kevin McCabe
212,00:54:34,2,Killinkere,Tackle,Contact,James Farrelly
213,00:54:39,2,Killinkere,Free conceded,Middle third,James Farrelly
214,00:54:45,2,Killinkere,Tackle,Contact,Luke Crossan
215,00:54:50,2,Denn,Shot from play,Short,Player 14
216,00:54:56,2,Killinkere,Ball Won,Interception,Jason McMahon
217,00:55:16,2,Killinkere,Shot from play,Short,Phelim Cusack
218,00:55:20,2,Killinkere,Ball Won,Interception,Phelim Cusack
219,00:55:31,2,Killinkere,Shot from play,Point,Fintan O’Connell
220,00:55:45,2,Killinkere,Score source,Turnover,Jason McMahon
221,00:55:58,2,Denn,Kickout,Break won,Player 17
222,00:56:10,2,Killinkere,Tackle,Contact,James Farrelly
223,00:56:15,2,Killinkere,Ball Won,In Contact,Darren Smith
224,00:56:36,2,Killinkere,Free conceded,Attacking third,Fintan O’Connell
225,00:56:44,2,Killinkere,Free conceded,Attacking third,Fintan O’Connell
226,00:56:51,2,Killinkere,Free conceded,Middle third,Nathan McQuade
227,00:57:20,2,Denn,Shot from play,Woodwork,Player 17
228,00:57:26,2,Killinkere,Ball Won,Interception,Jason McMahon
229,00:57:49,2,Killinkere,Shot from play,Wide,Darren Smith
230,00:57:59,2,Denn,Kickout,Short won,Player 28
231,00:58:06,2,Killinkere,Ball Won,Interception,Emmett Fitzsimons
232,00:58:24,2,Killinkere,Possession lost,Handling,Fintan O’Connell
233,00:59:07,2,Denn,Kickout,Break won,Player 6
234,00:59:20,2,Killinkere,Tackle,Contact,Cian McGovern
235,00:59:33,2,Killinkere,Tackle,Contact,Shane Ryan
236,00:59:37,2,Killinkere,Tackle,Contact,Fintan O’Connell
237,00:59:39,2,Denn,Shot from play,Wide,Player 10
238,01:00:04,2,Killinkere,Kickout,Break won,Jason McMahon
239,01:00:29,2,Killinkere,Shot from play,Wide,Conall Mooney
240,01:00:45,2,Denn,Kickout,Break won,Player 9
241,01:01:12,2,Killinkere,Tackle,Contact,Luke Crossan
242,01:01:13,2,Denn,Shot from play,Wide,Player 8
243,01:01:41,2,Killinkere,Kickout,Break won,Fintan O’Connell
244,01:01:52,2,Denn,Free conceded,Middle third,Player 9
245,01:02:00,2,Killinkere,Shot from play,Wide,Jason McMahon


==========================================================
Denn
==========================================================
1. Mark Fegan
2. Stephen Callaghan
3. Leon Cobey
4. Oran Smith
5. Finnian Smith
6. Bernard Gaffney
7. Caolain Donohue
8. Caolain McCabe
9. Oran Callaghan
10. Sean Donohue
11. Oisin O'Reilly
12. Cian Courtney
13. Gary Conaty
14. Ben Conaty
15. Mark Reilly
