Event,Time,Team Name,Name,Game Period,Outcome,Player,Location X,Location Y,PSR,Colormark,Positive,Score
1,00:00:39,Killinkere,Turnover,1,In Contact,Jason McMahon,,,3,,1,0
2,00:00:43,Munterconnaught,Attacks,1,Carry lost,Player 14,,,0,,1,0
3,00:01:25,Killinkere,Possession lost,1,Kick pass,Cian McGovern,,,-1,,1,0
4,00:01:27,Killinkere,Attacks,1,Kick lost,Cian McGovern,,,0,,1,0
5,00:02:08,Munterconnaught,Shot from play,1,Point,Player 9,0.7565549,0.4444242,1,#ffffff,1,1
6,00:02:12,Munterconnaught,Attacks,1,Shot taken,Player 9,,,0,,1,0
7,00:02:24,Killinkere,Kickout,1,Won clean,Cian McGovern,0.5832317,0.1878879,1,,1,0
8,00:02:33,Munterconnaught,Free conceded,1,Middle third,,,,0,,1,0
9,00:03:04,Killinkere,Possession lost,1,Kick pass,Darren Smith,,,-1,,1,0
10,00:03:09,Killinkere,Attacks,1,Kick lost,Darren Smith,,,0,,1,0
11,00:03:29,Munterconnaught,Shot from play,1,Wide,Player 10,0.6650915,0.5521998,0,#ed1c24,1,0
12,00:03:35,Munterconnaught,Attacks,1,Shot taken,Player 10,,,0,,1,0
13,00:04:00,Killinkere,Substitution,1,Phelim Cusack,Cian McGovern,,,0,,YES,0
14,00:04:18,Killinkere,Kickout,1,Short won,Kevin McCabe,0.7071646,0.4876863,1,,1,0
15,00:04:26,Killinkere,Possession lost,1,Handling,Nathan McQuade,,,-1,,1,0
16,00:04:32,Killinkere,Turnover,1,In Contact,Nathan McQuade,,,3,,1,0
17,00:05:43,Killinkere,Possession lost,1,In Contact,Ryan Smith,,,-1,,1,0
18,00:06:25,Munterconnaught,Free conceded,1,Defensive third,Player 7,,,-1,,1,0
19,00:06:44,Killinkere,Substitution,1,Cian McGovern,Phelim Cusack,,,0,,YES,0
20,00:07:04,Killinkere,Scoreable free,1,Point,Cian McGovern,0.1766768,0.7070324,1,#ffffff,1,1
21,00:07:10,Killinkere,Attacks,1,Mark taken,James Farrelly,,,1,,1,0
22,00:07:22,Munterconnaught,Kickout,1,Break lost,Cian McGovern,0.452439,0.3442385,1,,0,0
23,00:08:18,Killinkere,Possession lost,1,Hand pass,Alex Sweeney,,,-1,,1,0
24,00:09:20,Munterconnaught,Shot from play,1,Blocked,,,,0,#ed1c24,1,0
25,00:09:24,Killinkere,Shot from play,1,Blocked,Ryan Smith,0.2096037,0.3472744,0,#ed1c24,1,0
26,00:09:30,Killinkere,Attacks,1,Shot taken,Ryan Smith,,,0,,1,0
27,00:09:34,Munterconnaught,Free conceded,1,Defensive third,,,,-1,,1,0
28,00:09:51,Killinkere,Shot from play,1,Point,Conall Mooney,0.1185976,0.4140649,1,#ffffff,1,1
29,00:09:56,Killinkere,Attacks,1,Shot taken,Conall Mooney,,,0,,1,0
30,00:10:10,Munterconnaught,Kickout,1,Break won,Player 7,0.4044207,0.4626398,1,,1,0
31,00:10:32,Killinkere,Turnover,1,In Contact,Nathan McQuade,,,3,,1,0
32,00:11:03,Munterconnaught,Free conceded,1,Defensive third,Player 6,,,-1,,1,0
33,00:11:32,Killinkere,Scoreable free,1,Point,Cian McGovern,0.2141768,0.4573269,1,#ffffff,1,1
34,00:11:36,Killinkere,Attacks,1,Mark taken,Conall Mooney,,,1,,1,0
35,00:11:52,Munterconnaught,Kickout,1,Lost clean,Alex Sweeney,0.5036585,0.2554374,1,#ed1c24,0,0
36,00:12:03,Killinkere,Free conceded,1,Middle third,Alex Sweeney,,,0,,1,0
37,00:12:22,Killinkere,Free conceded,1,Defensive third,Jason McMahon,,,-1,,1,0
38,00:12:53,Munterconnaught,Scoreable free,1,Point,Player 14,0.8182927,0.3548642,1,#ffffff,1,1
39,00:13:01,Munterconnaught,Attacks,1,Mark taken,Player 14,,,1,,1,0
40,00:13:12,Killinkere,Kickout,1,Break lost,Player 10,0.6262195,0.2706171,1,,0,0
41,00:13:44,Killinkere,Shot from play,1,Point,Jason McMahon,0.2128049,0.3298178,1,#ffffff,1,1
42,00:13:49,Killinkere,Attacks,1,Shot taken,Jason McMahon,,,0,,1,0
43,00:14:05,Munterconnaught,Kickout,1,Lost clean,Jason McMahon,0.6893293,0.1400719,1,#ed1c24,0,0
44,00:14:21,Killinkere,Possession lost,1,Kick pass,Cian McGovern,,,-1,,1,0
45,00:14:56,Killinkere,Turnover,1,In Contact,Alex Sweeney,,,3,,1,0
46,00:17:13,Killinkere,Possession lost,1,Handling,Fiachra Mooney,,,-1,,1,0
47,00:17:21,Killinkere,Turnover,1,In Contact,Alex Sweeney,,,3,,1,0
48,00:17:34,Munterconnaught,Free conceded,1,Defensive third,,,,-1,,1,0
49,00:17:49,Killinkere,Scoreable free,1,Wide,Cian McGovern,0.3125,0.3085662,0,#ed1c24,1,0
50,00:18:04,Killinkere,Attacks,1,Mark taken,Cian McGovern,,,1,,1,0
51,00:18:10,Munterconnaught,Kickout,1,Lost clean,James Farrelly,0.5128049,0.7055145,1,#ed1c24,0,0
52,00:18:26,Killinkere,Shot from play,1,Save,Conall Mooney,0.2155488,0.4694707,0,#ed1c24,1,0
53,00:18:32,Killinkere,Attacks,1,Shot taken,Conall Mooney,,,0,,1,0
54,00:18:49,Munterconnaught,Shot from play,1,Short,Player 14,0.7675305,0.3738388,-1,#ed1c24,1,0
55,00:18:54,Munterconnaught,Attacks,1,Shot taken,Player 14,,,0,,1,0
56,00:20:05,Killinkere,Shot from play,1,Wide,Jason McMahon,0.1853659,0.3844646,0,#ed1c24,1,0
57,00:20:10,Killinkere,Attacks,1,Shot taken,Jason McMahon,,,0,,1,0
58,00:20:23,Munterconnaught,Kickout,1,Break lost,Cian McGovern,0.4176829,0.274412,1,,0,0
59,00:20:35,Munterconnaught,Free conceded,1,Middle third,,,,0,,1,0
60,00:21:43,Killinkere,Shot from play,1,Wide,Kevin McCabe,0.05320122,0.3100842,0,#ed1c24,1,0
61,00:21:52,Killinkere,Attacks,1,Shot taken,Kevin McCabe,,,0,,1,0
62,00:22:03,Munterconnaught,Kickout,1,Break lost,Nathan McQuade,0.6015244,0.3677669,1,,0,0
63,00:22:25,Killinkere,Shot from play,1,Wide,Darren Smith,0.1277439,0.6576985,0,#ed1c24,1,0
64,00:22:30,Killinkere,Attacks,1,Shot taken,Darren Smith,,,0,,1,0
65,00:22:45,Munterconnaught,Kickout,1,Break lost,Alex Sweeney,0.5439025,0.1013638,1,,0,0
66,00:23:28,Killinkere,Turnover,1,In Contact,,,,3,,1,0
67,00:23:36,Killinkere,Possession lost,1,Kick pass,,,,-1,,1,0
68,00:23:48,Killinkere,Turnover,1,In Contact,Jason McMahon,,,3,,1,0
69,00:24:13,Killinkere,Possession lost,1,In Contact,Darren Smith,,,-1,,1,0
70,00:24:45,Killinkere,Substitution,1,Benny McConnell,Shaun Clarke,,,0,,YES,0
71,00:25:02,Killinkere,Free conceded,1,Defensive third,Jason McMahon,,,-1,,1,0
72,00:25:54,Munterconnaught,Scoreable free,1,Point,Player 14,0.7935976,0.6243033,1,#ffffff,1,1
73,00:25:57,Munterconnaught,Attacks,1,Mark taken,Player 14,,,1,,1,0
74,00:26:14,Killinkere,Kickout,1,Break won,Jason McMahon,0.5987805,0.1309641,1,,1,0
75,00:26:35,Killinkere,Possession lost,1,Handling,Alex Sweeney,,,-1,,1,0
76,00:26:39,Killinkere,Attacks,1,Carry lost,,,,0,,1,0
77,00:26:45,Killinkere,Free conceded,1,Middle third,Alex Sweeney,,,0,,1,0
78,00:27:36,Munterconnaught,Shot from play,1,Short,Player 10,0.7003049,0.4793375,-1,#ed1c24,1,0
79,00:27:44,Killinkere,Turnover,1,Interception,James Farrelly,,,2,,1,0
80,00:28:07,Killinkere,Shot from play,1,Wide,Cian McGovern,0.1871951,0.3472744,0,#ed1c24,1,0
81,00:28:11,Killinkere,Attacks,1,Shot taken,Cian McGovern,,,0,,1,0
82,00:28:24,Munterconnaught,Kickout,1,Won clean,Player 8,0.4849086,0.1119896,1,,1,0
83,00:28:36,Killinkere,Free conceded,1,Middle third,Alex Sweeney,,,0,,1,0
84,00:29:16,Munterconnaught,Scoreable free,1,Wide,Player 14,0.7277439,0.2683401,0,#ed1c24,1,0
85,00:29:27,Munterconnaught,Attacks,1,Mark taken,Player 14,,,1,,1,0
86,00:29:41,Killinkere,Kickout,1,Break lost,Player 8,0.4835366,0.4178598,1,,0,0
87,00:29:53,Munterconnaught,Shot from play,1,Wide,Player 12,0.78125,0.6265802,0,#ed1c24,1,0
88,00:29:57,Munterconnaught,Attacks,1,Shot taken,Player 12,,,0,,1,0
89,00:30:20,Killinkere,Kickout,1,Short won,Benny McConnell,0.7368903,0.8557932,1,,1,0
90,00:30:37,Munterconnaught,Free conceded,1,Middle third,Player 10,,,0,,1,0
91,00:30:55,Killinkere,Shot from play,1,Point,James Farrelly,0.09847561,0.2706171,1,#ffffff,1,1
92,00:30:58,Killinkere,Attacks,1,Shot taken,James Farrelly,,,0,,1,0
93,00:31:14,Munterconnaught,Kickout,1,Lost clean,Alex Sweeney,0.4762195,0.137036,1,#ed1c24,0,0
94,00:31:32,Killinkere,Shot from play,1,Short,Jason McMahon,0.1693598,0.228873,-1,#ed1c24,1,0
95,00:31:45,Killinkere,Shot from play,1,Wide,Jason McMahon,0.1945122,0.3313357,0,#ed1c24,1,0
96,00:31:52,Killinkere,Attacks,1,Shot taken,Jason McMahon,,,0,,1,0
97,00:31:55,Killinkere,Attacks,1,Kick retained,Jason McMahon,,,1,,1,0
98,00:30:12,Munterconnaught,Free conceded,2,Defensive third,Player 11,,,-1,,1,0
99,00:30:43,Killinkere,Scoreable free,2,Wide,Cian McGovern,0.7085366,0.4664347,0,#ed1c24,1,0
100,00:30:49,Killinkere,Attacks,2,Mark taken,Cian McGovern,,,1,,1,0
101,00:30:53,Killinkere,Free conceded,2,Middle third,Jason McMahon,,,0,,1,0
102,00:31:23,Killinkere,Free conceded,2,Middle third,Cian McGovern,,,0,,1,0
103,00:32:14,Munterconnaught,Scoreable free,2,Short,Player 14,0.2160061,0.3138791,-1,#ed1c24,1,0
104,00:32:56,Killinkere,Substitution,2,Neill McCabe,Jason McMahon,,,0,,YES,0
105,00:33:27,Killinkere,Free conceded,2,Attacking third,Fintan O’Connell,,,0,,1,0
106,00:33:49,Killinkere,Turnover,2,In Contact,Shane Ryan,,,3,,1,0
107,00:33:58,Munterconnaught,Free conceded,2,Middle third,Player 6,,,0,,1,0
108,00:34:53,Killinkere,Free conceded,2,Attacking third,Alex Sweeney,,,0,,1,0
109,00:35:16,Killinkere,Turnover,2,Interception,James Farrelly,,,2,,1,0
110,00:35:26,Killinkere,Shot from play,2,Point,Conall Mooney,0.8141769,0.3275408,1,#ffffff,1,1
111,00:35:33,Killinkere,Attacks,2,Shot taken,Conall Mooney,,,0,,1,0
112,00:35:42,Munterconnaught,Kickout,2,Won clean,Player 12,0.6486281,0.05278887,1,,1,0
